,Full.ID,Sample.Type,Upper.Depth,Lower.Depth,Depth,Climo,Site,Horizon,Category,Pit,EEMT,AI,MAP,MAT,Elevation,CIW,pH.CaCl2,pH.DI,Silt.Percent,Sand.Percent,Clay.Percent,Random.Pit,P.Stock.kg.m2.43cm.pit,N.Stock.kg.m2.43cm.pit,P.Stock.Pit.O.A.B.CwGeo,N.Stock.Pit.O.A.B.CwGeo,N.mmol.kgsoil,P.mmol.kgsoil,soil.molar.N.P,soil.N.mg.kg,soil.P.mg.kg,soil.mass.N.P,Olsen_P,Olsen_P.mmol.kg,Olsen.percent.of.total,soil.P.percent,P.Stock.kg.m2,soil.N.percent,N.Stock.kg.m2,soil.C.mg.kg,soil.C.percent,soil.molar.C.N,soil.molar.C.P,MB.N.P,MB.N.P.molar,MB.C.mmol.kg,MB.N.mmol.kg,MB.P.mmol.kg,MBP.percent,MBN.percent,MBC,MBP,MBN,mmolMBP.mmolMBC,mmolMBN.mmolMBC,MB.N.P.MBC,mmolMBP.mmolSOC,mmolMBN.mmolSOC,mmolMBC.mmolSOC,MBC.percent,MB.C.N.molar,MB.C.P.molar,Enzyme.N.P.molar,Enzyme.N.P.mass,NAG.corr,AP.corr,BG.corr,NAG.SOC,AP.SOC,NAG.MBC,AP.MBC,BG.SOC,BG.MBC,Enzyme.C.N.molar,Enzyme.C.P.molar,Root.N.mg.kg,Root.P.mg.kg,Root.N.mmol.kg,Root.P.mmol.kg,Root.N.P.mmol.kg,Root.N.P.mg.kg,Root.C.mg.kg,Root.C.mmol.kg,Root.C.N.mmol.kg,Root.C.P.mmol.kg,NMR.Ortho.Percent,NMR.DNA.Percent,NMR.Pyro.Percent,NMR.Phosphonate.Percent,NMR.Phospholipid.A.B.RNA.Corr.Percent,NMR.Diester.2.Percent,NMR.Mono.A.B.RNA.Corr.Percent,NMR.Die.Region.A.B.RNA.Percent,NMR.Mono.Die.Region.A.B.RNA,NMR.Total.Inorganic.Percent,NMR.Total.Organic.Percent,Ca.Pi.Percent,Ca.Po.Percent,Al.Pi.Percent,Al.Po.Percent,Fe.Pi.Percent,Fe.Po.Percent,Na.Pi.Percent,Na.Po.Percent,XANES.Total.Inorganic.Percent,XANES.Total.Organic.Percent,C.mmol.kgsoil,C.g.kg.Bd.thick.gravel.weighted,P.Stock.kg.m2.43cm.pit.log,N.Stock.kg.m2.43cm.pit.log,P.Stock.Pit.O.A.B.CwGeo.log,N.Stock.Pit.O.A.B.CwGeo.log,N.mmol.kgsoil.log,P.mmol.kgsoil.log,C.mmol.kgsoil.log,soil.molar.N.P.log,soil.molar.C.N.log,soil.molar.C.P.log,soil.N.mg.kg.log,soil.P.mg.kg.log,soil.C.mg.kg.log,soil.mass.N.P.log,Olsen_P.log,Olsen_P.mmol.kg.log,Olsen.percent.of.total.log,soil.P.percent.log,soil.C.percent.log,P.Stock.kg.m2.log,soil.N.percent.log,N.Stock.kg.m2.log,MB.N.P.log,MB.C.N.molar.log,MB.C.P.molar.log,MB.N.P.molar.log,MB.C.mmol.kg.log,MB.N.mmol.kg.log,MB.P.mmol.kg.log,MBP.percent.log,MBN.percent.log,MBC.percent.log,MBC.log,MBP.log,MBN.log,mmolMBP.mmolMBC.log,mmolMBN.mmolMBC.log,MB.N.P.MBC.log,mmolMBP.mmolSOC.log,mmolMBN.mmolSOC.log,mmolMBC.mmolSOC.log,Enzyme.N.P.molar.log,Enzyme.C.N.molar.log,Enzyme.C.P.molar.log,Enzyme.N.P.mass.log,BG.corr.log,NAG.corr.log,AP.corr.log,NAG.SOC.log,AP.SOC.log,BG.SOC.log,NAG.MBC.log,AP.MBC.log,BG.MBC.log,Root.N.mg.kg.log,Root.P.mg.kg.log,Root.C.mg.kg.log,Root.N.mmol.kg.log,Root.P.mmol.kg.log,Root.C.mmol.kg.log,Root.N.P.mmol.kg.log,Root.C.N.mmol.kg.log,Root.C.P.mmol.kg.log,Root.N.P.mg.kg.log
98,GR3 S3 27-30,Soil,27,30,28.5,WM,GR3,B,B,K,6.796,0.51,276.5,7.3,2480,49.81415752,6.85,7.92,16.28,59.12,24.6,AA,NA,NA,NA,NA,16.87,34.54,0.488419224,236.3487,1069.7038,0.220861648,NA,NA,NA,0.10697038,0.0281,0.02363487,0.01,3920,0.392,19.36455246,9.458019687,NA,NA,7.430170965,0.142283454,NA,NA,0.000199292,89.24378346,NA,1.992921651,NA,0.019149419,NA,NA,0.000435544,0.022744493,0.008924378,52.22221109,NA,0.152741202,0.069079761,12.14888557,79.53902042,40.90886494,3.72E-05,0.000243477,0.001635075,0.010704871,0.000125226,0.005505777,3.367293626,0.514324475,6239.439252,884.018692,445.4610474,28.54435557,15.60592413,7.058039958,483100,40222.4683,90.29401906,1409.121611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.68,NA,NA,NA,NA,NA,1.252124553,1.538322333,2.514122547,-0.311207251,1.287007464,0.975800214,2.375386857,3.029263539,3.593286067,-0.655879691,NA,NA,NA,-0.970736461,-0.406713933,-1.55129368,0.010145072,0.004321374,NA,1.717855256,NA,NA,0.870998807,-0.846845602,NA,NA,-3.700509775,-2.049422026,1.950577974,NA,0.299490225,NA,-1.717844408,NA,NA,-3.360968148,-1.64312374,-0.816043797,0.527280988,-0.288762808,-1.160649175,1.61181743,1.084536441,1.900580238,-4.429586105,-3.613542309,-3.902305117,-2.786462365,-1.970418569,-2.259181377,3.795145561,2.946461448,5.684037037,2.648809734,1.455520243,4.604468718,1.193289491,1.955658984,3.148948475,0.848684113
99,GR3 S3 30-44+,Soil,30,55,42.5,WM,GR3,C,Cr,K,6.796,0.51,276.5,7.3,2480,49.39660206,6.76,7.73,8.08,69.6,22.32,AA,NA,NA,NA,NA,9.26,44.32,0.208935018,129.7326,1372.5904,0.094480387,NA,NA,NA,0.13725904,0.2788,0.01297326,0.03,2130,0.213,19.14362851,3.999774368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7909.835294,956.329412,564.7179774,30.87921899,18.28796181,8.271036313,458200,38149.31686,67.55463503,1235.436585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.27,2.13,NA,NA,NA,NA,1.011147361,1.646599752,2.248635245,-0.679988765,1.282024258,0.602035493,2.116383898,3.137540957,3.328379603,-1.024658336,NA,NA,NA,-0.862459043,-0.671620397,-0.554707231,0.005597981,0.012837225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89816744,2.980607513,5.661055085,2.751831613,1.489666307,4.581486765,1.262165306,1.829655152,3.091820458,0.917559928
78,GR3 4 O,Organic,1,0,0.5,WM,GR3,O,O,L,6.796,0.51,276.5,7.3,2480,41.9888989,NA,NA,NA,NA,NA,AB,NA,NA,0.36,0.22,229.92,27.54,8.348583878,3221.1792,852.9138,3.776106278,NA,NA,NA,0.08529138,7.00E-04,0.32211792,0,74430,7.443,26.95159186,225.0076253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455800,37949.49503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6196.71,74.43,NA,NA,-0.443697499,-0.657577319,2.363461549,1.439963936,3.792161172,0.921612815,1.430584421,2.352197236,3.50814969,2.930905141,4.871748019,0.577044209,NA,NA,NA,-1.069094859,0.871748019,-3.15490196,0.121270192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.658774321,NA,NA,4.579206001,NA,NA,NA,NA
101,GR3 S4 0-4,Soil,0,4,2,WM,GR3,A,A,L,6.796,0.51,276.5,7.3,2480,44.39215099,6.34,7.01,7.74,77.39,14.86,AB,0.363,0.2214,NA,NA,73.52,27.48,2.675400291,1030.0152,851.0556,1.210200364,15.63926991,0.504981269,1.837631984,0.08510556,0.0307,0.10300152,0.04,17260,1.726,19.5452938,52.29148472,NA,NA,153.1742431,6.444676303,NA,NA,0.009026865,1839.775834,NA,90.26864757,NA,0.042074151,NA,NA,0.004484907,0.106595296,0.183977583,23.76815558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425200,35401.76676,NA,NA,72.81,0.16,0.87,0,8.042960569,0,18.11,8.2,2.21,73.68,26.32,72,0,13.5,0,0,0,0,14.9,85.5,14.9,1436.97,11.43148204,-0.440093375,-0.654822383,NA,NA,1.872272846,1.439016728,3.157447701,0.42738877,1.291042203,1.718430973,3.013265068,2.929957934,4.237040791,0.082857279,1.194216475,-0.29672473,0.264258541,-1.070042066,0.237040791,-1.512861625,0.042576111,0.017033339,NA,1.375995482,NA,NA,2.185185743,0.809201109,NA,NA,-2.044463064,-0.73523509,3.26476491,NA,1.955536936,NA,-1.375984634,NA,NA,-2.348246592,-0.972261958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.628593256,NA,NA,4.549024936,NA,NA,NA,NA
106,GR3 S4 4-10,Soil,4,10,7,WM,GR3,A,A,L,6.796,0.51,276.5,7.3,2480,45.41954497,6.19,7.26,10.09,74.72,15.19,AB,NA,NA,NA,NA,35.21,30.33,1.160896802,493.2921,939.3201,0.524961679,10.31609215,0.333099521,1.098250974,0.09393201,0.0566,0.04932921,0.03,7940,0.794,18.7804601,21.80217606,NA,NA,38.98063697,0.628634207,NA,NA,0.000880509,468.1964306,NA,8.805090747,NA,0.016126833,NA,NA,0.000950661,0.058949032,0.046819643,62.01000547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21775.69966,1233.583618,1554.663101,39.83156661,39.03093033,17.65239044,414700,34527.54627,22.20902152,866.8387715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.26,NA,NA,NA,NA,NA,1.558828525,1.48187241,2.820372253,0.064793615,1.273706228,1.338499842,2.693983669,2.972813616,3.899820502,-0.279872398,1.013515213,-0.477425992,0.040701597,-1.027186384,-0.100179498,-1.247183569,0.020911762,0.012837225,NA,1.79246177,NA,NA,1.590848931,-0.201601991,NA,NA,-3.055266164,-1.329571902,2.670428098,NA,0.944733836,NA,-1.792450922,NA,NA,-3.021974243,-1.229523321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.337972118,3.091168593,5.617734035,3.191636291,1.600227388,4.538165716,1.591408903,1.346529425,2.937938328,1.246803525
102,GR3 S4 10-20,Soil,10,20,15,WM,GR3,B,B,L,6.796,0.51,276.5,7.3,2480,47.26215,6.76,7.32,14.58,64.23,21.19,AB,NA,NA,NA,NA,32.56,27.61,1.179282869,456.1656,855.0817,0.533360622,2.118247217,0.068396746,0.247724541,0.08550817,0.078,0.04561656,0.04,4680,0.468,11.96867322,14.11445129,4.590386334,10.14973297,7.229887213,0.360398238,0.03550815,0.000109969,0.000504799,86.83817532,1.099687398,5.047990004,0.004911301,0.04984839,10.14973297,9.11E-05,0.000924809,0.018552443,0.008683818,20.06132947,203.6171372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12397.92453,873.679245,885.142434,28.21050194,31.37634474,14.1904762,310900,25885.25232,29.24416605,917.5750355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.7,5.57702149,NA,NA,NA,NA,1.525821952,1.441066407,2.590730406,0.07161799,1.07804601,1.149663999,2.660073544,2.932007612,3.670245853,-0.272979051,0.325976644,-1.164964561,-0.606030968,-1.067992388,-0.329754147,-1.107905397,0.019372453,0.017033339,0.661849238,1.302359711,2.308814327,1.006454616,0.859131522,-0.443217341,-1.449671957,-3.958730752,-3.296881514,-2.061289311,1.938710689,0.041269248,0.703118486,-2.308803479,-1.302348863,1.006454616,-4.040402363,-3.033947746,-1.731598883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.093348988,2.941352019,5.492620722,2.947013161,1.450410813,4.413052403,1.496602348,1.466039241,2.962641589,1.15199697
103,GR3 S4 20-27,Soil,20,27,23.5,WM,GR3,B,B,L,6.796,0.51,276.5,7.3,2480,51.10590153,6.56,6.85,10.21,59.12,30.67,AB,NA,NA,NA,NA,27.1,20.01,1.354322839,379.671,619.7097,0.612608541,0.927989924,0.029964156,0.149745909,0.06197097,0.0396,0.0379671,0.02,6610,0.661,20.29778598,27.48975512,NA,NA,14.0264198,0.469064212,NA,NA,0.000657004,168.4713282,NA,6.570041704,NA,0.033441478,NA,NA,0.000852735,0.025499336,0.016847133,29.90373125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10495.35055,601.328413,749.3092984,19.41648088,38.59140608,17.45360825,426500,35510.00358,47.39031486,1828.858885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.07,NA,NA,NA,NA,NA,1.44870632,1.301247089,2.74041796,0.131722202,1.307448669,1.439170871,2.580549793,2.792188294,3.820201459,-0.212816952,-0.032456739,-1.523397945,-0.824645033,-1.207811706,-0.179798541,-1.402304814,0.016183588,0.008600172,NA,1.475725381,NA,NA,1.146946833,-0.328767701,NA,NA,-3.182431874,-1.773474,2.226526,NA,0.817568126,NA,-1.475714533,NA,NA,-3.06918566,-1.593471127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.020996949,2.779111725,5.629919036,2.874661122,1.28817052,4.550350716,1.586490602,1.675689594,3.262180197,1.241885224
104,GR3 S4 27-31,Soil,27,31,29,WM,GR3,B,B,L,6.796,0.51,276.5,7.3,2480,50.29277177,6.54,7.02,16.3,60.68,23.02,AB,NA,NA,NA,NA,25.95,22.34,1.161593554,363.5595,691.8698,0.525491103,NA,NA,NA,0.06918698,0.0239,0.03635595,0.01,6040,0.604,19.3849711,22.51745748,NA,NA,12.8598051,0.14920868,NA,NA,0.000208992,154.4591191,NA,2.089921216,NA,0.011602717,NA,NA,0.000296614,0.02556418,0.015445912,86.18886197,NA,0.008881488,0.004016801,0.209410681,23.5783339,1.263008172,4.16E-07,4.69E-05,1.63E-05,0.001833491,2.51E-06,9.82E-05,6.031250011,0.053566472,5401.309091,466.036364,385.6232439,15.04799367,25.62622316,11.58988763,501300,41737.78381,108.2346162,2773.644429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.04,NA,NA,NA,NA,NA,1.43055877,1.349083169,2.70160252,0.065054193,1.287465158,1.352519351,2.56176842,2.840024374,3.781036939,-0.279434632,NA,NA,NA,-1.159975626,-0.218963061,-1.621602099,0.015508945,0.004321374,NA,1.935451146,NA,NA,1.109234387,-0.826205912,NA,NA,-3.679870085,-1.811186446,2.188813554,NA,0.320129915,NA,-1.935440299,NA,NA,-3.527808432,-1.592368133,-2.051514284,0.780407331,-1.271106953,-2.396119663,0.101406161,-0.679001171,1.372513114,-6.380603691,-4.329089406,-5.600196359,-4.788235558,-2.736721273,-4.007828226,3.732499031,2.668419805,5.700097705,2.586163204,1.1774786,4.620529385,1.408684604,2.034366182,3.443050785,1.064079225
105,GR3 S4 31+,Soil,31,55,43,WM,GR3,C,Cr,L,6.796,0.51,276.5,7.3,2480,49.74264002,NA,NA,16.75,62.08,21.17,AB,NA,NA,NA,NA,27.86,22.22,1.253825383,390.3186,688.1534,0.567100196,NA,NA,NA,0.06881534,0.1342,0.03903186,0.08,5350,0.535,15.99748744,20.05805581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8295.472779,636.446991,592.2503358,20.55043562,28.81935677,13.03403566,408000,33969.71034,57.35701322,1652.992227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.69,5.35,NA,NA,NA,NA,1.460296327,1.346744055,2.64903289,0.098237057,1.204051778,1.302288835,2.592530491,2.83768526,3.728353782,-0.246340202,NA,NA,NA,-1.16231474,-0.271646218,-0.872247484,0.016628865,0.033423755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.918841143,2.803762238,5.610660163,2.772505316,1.312821032,4.531091844,1.459684283,1.758586528,3.218270811,1.115078905
110,GR5 1 O,Organic,1,0,0.5,WM,GR5,O,O,M,4.407,1.01,420.9,3.3,3070,42.31326791,NA,NA,NA,NA,NA,AC,NA,NA,0.79,0.23,173.43,30.93,5.607177498,2429.7543,957.9021,2.536005846,NA,NA,NA,0.09579021,0.0011,0.24297543,0,45130,4.513,21.66534048,121.4814096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3757.42,45.13,NA,NA,-0.102372909,-0.638272164,2.241621181,1.49037992,3.574889743,0.748744304,1.335765519,2.084509823,3.385741063,2.981321125,4.654465334,0.40415025,NA,NA,NA,-1.018678875,0.654465334,-2.958607315,0.094462544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,GR5 S1 0-6,Soil,0,6,3,WM,GR5,A,A,M,4.407,1.01,420.9,3.3,3070,45.40338566,6.08,6.72,26.99,67.26,5.75,AC,0.3598,0.1581,NA,NA,95.87,26.86,3.569247952,1343.1387,831.8542,1.614303575,NA,NA,NA,0.08318542,0.0323,0.13431387,0.05,17750,1.775,15.41524982,55.02084885,NA,NA,67.687296,3.336445319,NA,NA,0.004673259,812.9921123,NA,46.73258865,NA,0.049292046,NA,NA,0.002257619,0.045800885,0.081299211,20.28775544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13716.35344,1246.115007,979.2708804,40.23619655,24.33805788,11.00729336,425200,35401.76676,36.15114823,879.8487381,64.21,0.75,0.87,0,25.71967588,0,8.46,26.47,0.32,65.07,34.93,41,0,21.1,39.6,0,0,0,0,62.1,39.6,1477.86,17.75,-0.443938841,-0.80106813,NA,NA,1.9861893,1.429106008,3.169633295,0.552576719,1.187950567,1.740527286,3.128444085,2.920047214,4.249198357,0.207985209,NA,NA,NA,-1.079952786,0.249198357,-1.490797478,0.054733243,0.021189299,NA,1.307234001,NA,NA,1.830507165,0.523284012,NA,NA,-2.330380162,-1.089913668,2.910086332,NA,1.669619838,NA,-1.307223153,NA,NA,-2.646349283,-1.33912613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.137238667,3.095558126,5.628593256,2.990902841,1.604616921,4.549024936,1.38628592,1.558122096,2.944408016,1.041680541
122,GR5 S1 6-20,Soil,6,20,13,WM,GR5,B,B,M,4.407,1.01,420.9,3.3,3070,45.02338101,6.17,6.81,21.34,70.88,7.78,AC,NA,NA,NA,NA,71.85,36.26,1.981522339,1006.6185,1122.9722,0.896079496,0.624229169,0.020155931,0.055587233,0.11229722,0.0908,0.10066185,0.08,10370,1.037,12.02004175,23.81798125,NA,NA,NA,0.009956974,NA,NA,1.39E-05,NA,NA,0.139464345,NA,NA,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,11.97350085,NA,NA,1.39E-05,NA,NA,NA,NA,NA,NA,11122.84698,1052.241993,794.1090321,33.97617026,23.37252922,10.57061689,290600,24195.09271,30.46822506,712.1194803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.64,5.150633004,NA,NA,NA,NA,1.862429556,1.5594278,2.936332749,0.296998973,1.079905976,1.376904949,3.003296133,3.050369005,4.015778756,-0.04765346,-0.204655941,-1.695597147,-1.255024947,-0.949630995,0.015778756,-1.041914151,0.041653914,0.033423755,NA,NA,NA,NA,NA,-2.001872635,NA,NA,-4.855536809,NA,NA,NA,-0.855536809,NA,NA,NA,NA,-4.938205384,NA,NA,NA,NA,NA,NA,NA,1.078221149,NA,-4.858111599,NA,NA,NA,NA,4.046215963,3.02211563,5.46329561,2.899880136,1.531174424,4.383727291,1.368705711,1.483847155,2.852552866,1.024100333
120,GR5 S1 20-46,Soil,20,46,33,WM,GR5,B,B,M,4.407,1.01,420.9,3.3,3070,42.26002476,6.26,6.98,14.76,73.53,11.71,AC,NA,NA,NA,NA,14.46,62.94,0.229742612,202.5846,1949.2518,0.103887709,2.804279197,0.090548247,0.143864389,0.19492518,0.2676,0.02025846,0.03,2070,0.207,11.94744122,2.744836352,6.613782461,14.62363318,16.76603697,0.66518987,0.045487319,0.000140874,0.000931711,201.3768701,1.408742276,9.317114957,0.002713063,0.039674842,14.62363318,0.000263298,0.00385037,0.097048142,0.020137687,25.20551875,368.5962603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9144.59364,765.795053,652.8728137,24.72699558,26.40324061,11.94130676,408300,33994.68807,52.06938833,1374.800588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.76,NA,NA,NA,NA,NA,1.18920949,1.798926739,2.237443195,-0.638758446,1.077274902,0.438516457,2.308744923,3.289867944,3.315970345,-0.983435831,0.44782125,-1.043119955,-0.842046694,-0.710132056,-0.684029655,-0.572513891,0.008710205,0.012837225,0.820449906,1.40149564,2.566550925,1.165055285,1.22443042,-0.177054373,-1.342109657,-3.851168452,-3.030718546,-1.695990413,2.304009587,0.148831548,0.969281454,-2.566540077,-1.401484793,1.165055285,-3.579552853,-2.414497568,-1.013012776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.961164411,2.884112556,5.61097938,2.814828585,1.393171351,4.531411061,1.421657233,1.716582476,3.138239709,1.077051855
121,GR5 S1 46-53+,Soil,46,53,49.5,WM,GR5,C,C,M,4.407,1.01,420.9,3.3,3070,38.36185397,6.18,6.93,14.05,77.67,8.29,AC,NA,NA,NA,NA,10.42,58.94,0.176789956,145.9842,1825.3718,0.079953104,NA,NA,NA,0.18253718,0.0675,0.01459842,0.01,1530,0.153,12.21401152,2.159314557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051848352,0.023449284,3.553879762,68.54373564,18.04464235,2.79E-05,0.000538569,NA,NA,0.000141782,NA,5.077448749,0.263257352,12854.32836,1328.059701,917.7271135,42.88213436,21.40115289,9.679029,286900,23887.03406,26.02847155,557.039299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.27,1.53,NA,NA,NA,NA,1.057666104,1.770410132,2.104726044,-0.752542413,1.086858325,0.334315913,2.167270653,3.261351337,3.184691431,-1.09716467,NA,NA,NA,-0.738648663,-0.815308569,-1.170696227,0.006294182,0.004321374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28526504,0.705645548,-0.579619491,-1.629870418,1.256348279,0.55070273,1.83596777,-4.554023314,-3.268758274,-3.848377765,NA,NA,NA,4.10904939,3.123217599,5.457730548,2.962713563,1.632276393,4.378162229,1.33043717,1.415448666,2.745885836,0.985831791
111,GR5 2 O,Organic,2,0,1,WM,GR5,O,O,N,4.407,1.01,420.9,3.3,3070,40.08705536,NA,NA,NA,NA,NA,AD,NA,NA,0.18,0.24,179.32,22.28,8.048473968,2512.2732,690.0116,3.640379738,NA,NA,NA,0.06900116,0.0016,0.25122732,0.01,56200,5.62,26.0936315,210.0139138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453700,37774.65094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4679.11,56.2,NA,NA,-0.744727495,-0.619788758,2.256043899,1.347915187,3.670163255,0.905713544,1.416534525,2.322248069,3.4002397,2.838856392,4.749736316,0.561146688,NA,NA,NA,-1.161143608,0.749736316,-2.795880017,0.097336218,0.004321374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.656768779,NA,NA,4.57720046,NA,NA,NA,NA
123,GR5 S2 0-8,Soil,0,8,4,WM,GR5,A,A,N,4.407,1.01,420.9,3.3,3070,42.55214624,6.08,6.75,20.07,73.46,6.46,AD,0.1728,0.2264,NA,NA,73.9,23.4,3.158119658,1035.339,724.698,1.428551713,11.02465608,0.355978562,1.521275908,0.0724698,0.0399,0.1035339,0.06,12370,1.237,13.93437077,44.00641026,NA,NA,24.21340395,0.998335959,NA,NA,0.001398339,290.8271948,NA,13.98339228,NA,0.041230715,NA,NA,0.000969494,0.023513866,0.029082719,24.254369,NA,NA,NA,NA,243.5097962,27.60641741,NA,0.000236475,NA,0.010056818,2.68E-05,0.00114013,NA,0.113368817,9330,790.909091,666.1097903,25.53791059,26.08317497,11.79655172,450000,37466.59229,56.24687226,1467.097011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029.75,12.37,-0.762456262,-0.645123577,NA,NA,1.874481818,1.369215857,3.012731801,0.499428581,1.144087362,1.643515943,3.015501842,2.860157063,4.0923697,0.154895966,1.04236505,-0.448576155,0.182207988,-1.139842937,0.0923697,-1.399027104,0.042785679,0.025305865,NA,1.384789981,NA,NA,1.384055847,-0.000723286,NA,NA,-2.854387459,-1.536364986,2.463635014,NA,1.145612541,NA,-1.384779133,NA,NA,-3.013455086,-1.628675953,NA,NA,-0.945506387,NA,1.44101005,NA,2.386516437,NA,-3.626215363,-4.57172175,NA,-1.99753941,-2.943045797,3.969881644,2.898126568,5.653212514,2.823545817,1.407185362,4.573644194,1.416360455,1.750098378,3.166458832,1.071755076
